Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
270	1	. Teşkilâtın yanı sıra , lise müfredat programları da , Belçika örneğine göre yeniden düzenlenmişti . Bu programda , ortaokul	<<< iki ve üçüncü >>>	sınıflara Malumat - ı Vataniye dersi konuyor , Tarih dersi Osmanlıya karşı özellikle Kurtuluş Savaşı ve inkılâplara ağırlık veriyordu .	._Punc Teşkilâtın_Undef yanı_Noun sıra_Noun ,_Punc lise_Noun müfredat_Noun programları_Noun da_Conj ,_Punc Belçika_Noun örneğine_Noun göre_Postp yeniden_Adv düzenlenmişti_Verb ._Punc Bu_Det programda_Noun ,_Punc ortaokul_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıflara_Noun Malumat_Noun -_Punc ı_Undef Vataniye_Adj dersi_Noun konuyor_Verb ,_Punc Tarih_Noun dersi_Noun Osmanlıya_Noun karşı_Postp özellikle_Adv Kurtuluş_Verb Savaşı_Noun ve_Conj inkılâplara_Noun ağırlık_Noun veriyordu_Verb ._Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=269&uT=y	246246123	246246125
271	1	Madde 10 - ( Ek : 16 / 8 / 1997 - 4306 / 2 md. ) İlköğretimin altı ,	<<< yedi ve sekizinci >>>	sınıf öğretimini ortaöğretim kurumları bünyesinde yapmakta olanlar ile çıraklık eğitim merkezlerindeki öğrenciler , eğitimlerini bu kurumlarda tamamlar . 1997 -	Madde_Noun 10_Num -_Punc (_Punc Ek_Noun :_Punc 16_Num /_Punc 8_Num /_Punc 1997_Num -_Punc 4306_Num /_Punc 2_Num md._Noun )_Punc İlköğretimin_Noun altı_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	sınıf_Noun öğretimini_Noun ortaöğretim_Noun kurumları_Noun bünyesinde_Noun yapmakta_Verb olanlar_Verb ile_Postp çıraklık_Noun eğitim_Noun merkezlerindeki_Noun öğrenciler_Noun ,_Punc eğitimlerini_Noun bu_Det kurumlarda_Noun tamamlar_Verb ._Punc 1997_Num -_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=270&uT=y	246303328	246303330
272	1	Madde 103 - Yıllık ücretli izni bu Kanunun 56 ncı maddesine aykırı olarak bölen veya izin ücretini 57 nci maddenin	<<< üç ve dördüncü >>>	fıkralarında belirtilen usule aykırı olarak ödeyen veya eksik ödeyen veya 59 uncu maddedeki hak edilmiş izni kullanmadan iş sözleşmesinin sona	Madde_Noun 103_Num -_Punc Yıllık_Noun ücretli_Noun izni_Noun bu_Det Kanunun_Noun 56_Num ncı_Undef maddesine_Noun aykırı_Adj olarak_Verb bölen_Verb veya_Conj izin_Noun ücretini_Noun 57_Num nci_Undef maddenin_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	fıkralarında_Noun belirtilen_Verb usule_Noun aykırı_Adj olarak_Verb ödeyen_Verb veya_Conj eksik_Noun ödeyen_Verb veya_Conj 59_Num uncu_Noun maddedeki_Noun hak_Noun edilmiş_Verb izni_Noun kullanmadan_Verb iş_Noun sözleşmesinin_Noun sona_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=271&uT=y	246784512	246784514
273	1	2001 - 4619 / 5 md. ) 19 uncu maddenin birinci fıkrasına göre ruhsat almadan satış yapanlar ve aynı maddenin	<<< üç ve dördüncü >>>	fıkralarındaki esaslara uymayanlar altmış milyon Türk Lirasından altıyüz milyon Türk lirasına kadar ağır para cezası ile cezalandırılırlar . Bu miktarlar	2001_Num -_Punc 4619_Num /_Punc 5_Num md._Noun )_Punc 19_Num uncu_Noun maddenin_Noun birinci_Adj fıkrasına_Noun göre_Postp ruhsat_Noun almadan_Verb satış_Verb yapanlar_Verb ve_Conj aynı_Adj maddenin_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	fıkralarındaki_Noun esaslara_Noun uymayanlar_Verb altmış_Adj milyon_Adj Türk_Noun Lirasından_Noun altıyüz_Undef milyon_Adj Türk_Noun lirasına_Noun kadar_Postp ağır_Adj para_Noun cezası_Noun ile_Postp cezalandırılırlar_Noun ._Punc Bu_Det miktarlar_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=272&uT=y	246891819	246891821
274	1	fıkraya göre yetkili kılınmış personel , sayman mutemeti olarak görevlendirilmeden , makbuz karşılığı para cezası tahsil eder . ( Mülga	<<< yedi ve sekizinci >>>	fıkralar : 3 / 11 / 1988 - 3493 / 48 md. ) Bu maddenin uygulanmasına ait usul ve esaslar	fıkraya_Noun göre_Postp yetkili_Noun kılınmış_Verb personel_Noun ,_Punc sayman_Noun mutemeti_Undef olarak_Verb görevlendirilmeden_Noun ,_Punc makbuz_Noun karşılığı_Noun para_Noun cezası_Noun tahsil_Noun eder_Verb ._Punc (_Punc Mülga_Adj	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun :_Punc 3_Num /_Punc 11_Num /_Punc 1988_Num -_Punc 3493_Num /_Punc 48_Num md._Noun )_Punc Bu_Det maddenin_Noun uygulanmasına_Verb ait_Postp usul_Noun ve_Conj esaslar_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=273&uT=y	247069214	247069216
275	1	beş gün içinde , Başkanlık Divanına bildirilir , Başkan seçimi gizli oyla yapılır . İlk iki oylamada üye tamsayısının üçte	<<< iki ve üçüncü >>>	oylamada üye tamsayısının salt çoğunluğu aranır . Üçüncü oylamada salt çoğunluk sağlanamazsa , bu oylamada en çok oy alan iki	beş_Adj gün_Noun içinde_Noun ,_Punc Başkanlık_Noun Divanına_Noun bildirilir_Verb ,_Punc Başkan_Noun seçimi_Noun gizli_Adj oyla_Pron yapılır_Verb ._Punc İlk_Adj iki_Adj oylamada_Verb üye_Noun tamsayısının_Noun üçte_Adj	<<< iki_Adj ve_Conj üçüncü_Adj >>>	oylamada_Verb üye_Noun tamsayısının_Noun salt_Adv çoğunluğu_Noun aranır_Verb ._Punc Üçüncü_Adj oylamada_Verb salt_Adv çoğunluk_Noun sağlanamazsa_Verb ,_Punc bu_Det oylamada_Verb en_Adv çok_Adv oy_Noun alan_Verb iki_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=274&uT=y	247702335	247702337
276	1	beş gün içinde , Başkanlık Divanına bildirilir . Başkan seçimi gizli oyla yapılır . İlk iki oylamada üye tamsayısının üçte	<<< iki ve üçüncü >>>	oylamada üye tamsayısının salt çoğunluğu aranır . Üçüncü oylamada salt çoğunluk sağlanamazsa , bu oylamada en çok oy alan iki	beş_Adj gün_Noun içinde_Noun ,_Punc Başkanlık_Noun Divanına_Noun bildirilir_Verb ._Punc Başkan_Noun seçimi_Noun gizli_Adj oyla_Pron yapılır_Verb ._Punc İlk_Adj iki_Adj oylamada_Verb üye_Noun tamsayısının_Noun üçte_Adj	<<< iki_Adj ve_Conj üçüncü_Adj >>>	oylamada_Verb üye_Noun tamsayısının_Noun salt_Adv çoğunluğu_Noun aranır_Verb ._Punc Üçüncü_Adj oylamada_Verb salt_Adv çoğunluk_Noun sağlanamazsa_Verb ,_Punc bu_Det oylamada_Verb en_Adv çok_Adv oy_Noun alan_Verb iki_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=275&uT=y	247848618	247848620
277	1	; teşkil eder . MADDE 49 Gebelik doğum ve bunlardan ileri gelen hastalık ve arızalarda yapılacak sağlık yardımları bu maddenin	<<< iki ve üçüncü >>>	paragraflarında yazılı yardımlardır . Sağlık yardımları en az şunlardır : Doğumdan önce ve doğum esnasında ve doğumdan sonra hekim veya	;_Punc teşkil_Noun eder_Verb ._Punc MADDE_Noun 49_Num Gebelik_Noun doğum_Noun ve_Conj bunlardan_Pron ileri_Noun gelen_Verb hastalık_Noun ve_Conj arızalarda_Noun yapılacak_Verb sağlık_Noun yardımları_Noun bu_Det maddenin_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	paragraflarında_Noun yazılı_Noun yardımlardır_Noun ._Punc Sağlık_Noun yardımları_Noun en_Adv az_Adj şunlardır_Pron :_Punc Doğumdan_Noun önce_Postp ve_Conj doğum_Noun esnasında_Noun ve_Conj doğumdan_Noun sonra_Postp hekim_Noun veya_Conj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=276&uT=y	249713073	249713075
278	1	3 / 2003 - 4822 / 34 md. ) 25 inci maddenin bir , dört , yedi , sekiz ,	<<< dokuz ve onuncu >>>	fıkralarındaki cezalar Bakanlık tarafından , diğer fıkralarındaki cezalar o yerin mülki amiri tarafından uygulanır . Bu Kanunda düzenlenen her türlü	3_Num /_Punc 2003_Num -_Punc 4822_Num /_Punc 34_Num md._Noun )_Punc 25_Num inci_Noun maddenin_Noun bir_Det ,_Punc dört_Adj ,_Punc yedi_Adj ,_Punc sekiz_Adj ,_Punc	<<< dokuz_Adj ve_Conj onuncu_Adj >>>	fıkralarındaki_Noun cezalar_Noun Bakanlık_Noun tarafından_Noun ,_Punc diğer_Adj fıkralarındaki_Noun cezalar_Noun o_Det yerin_Noun mülki_Adj amiri_Noun tarafından_Noun uygulanır_Verb ._Punc Bu_Det Kanunda_Noun düzenlenen_Verb her_Det türlü_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=277&uT=y	251385765	251385767
279	1	, ruhsatsız ya da ruhsata aykırı olarak yaptığı veya yaptırdığı binayı imar plânına ve ruhsatına uygun hale getirmesi halinde ,	<<< bir ve ikinci >>>	fıkra hükümleri gereğince kamu davası açılmaz , açılmış olan kamu davası düşer , mahkum olunan ceza bütün sonuçlarıyla ortadan kalkar	,_Punc ruhsatsız_Noun ya_Conj da_Conj ruhsata_Noun aykırı_Adj olarak_Verb yaptığı_Verb veya_Conj yaptırdığı_Verb binayı_Noun imar_Noun plânına_Undef ve_Conj ruhsatına_Noun uygun_Adj hale_Noun getirmesi_Verb halinde_Noun ,_Punc	<<< bir_Det ve_Conj ikinci_Adj >>>	fıkra_Noun hükümleri_Noun gereğince_Adv kamu_Noun davası_Noun açılmaz_Verb ,_Punc açılmış_Verb olan_Verb kamu_Noun davası_Noun düşer_Verb ,_Punc mahkum_Adj olunan_Verb ceza_Noun bütün_Adj sonuçlarıyla_Noun ortadan_Noun kalkar_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=278&uT=y	252213397	252213399
280	1	sağanak yağışlı , öteki yerlerin az bulutlu geçmesi bekleniyor . Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis görüleceği tahmin ediliyor . En iyi bildiğimiz şey bol bol	sağanak_Noun yağışlı_Adj ,_Punc öteki_Noun yerlerin_Noun az_Adj bulutlu_Noun geçmesi_Verb bekleniyor_Verb ._Punc Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun görüleceği_Verb tahmin_Noun ediliyor_Verb ._Punc En_Adv iyi_Adj bildiğimiz_Verb şey_Noun bol_Adj bol_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=279&uT=y	253201738	253201740
281	1	veya gönderemeyen okullar tasnifiyle karşı karşıyayız . diye konuştu . Erdoğan sınav sistemini değiştirmek veya kaldırmak gerektiğini savundu . Lise	<<< iki ve üçüncü >>>	sınıflarda öğrencilerin derslere ilgisiz olduklarına dikkat çeken İrfan Erdoğan , Okulda öğretmenin yaptığı sınavların önemli hale getirilmesinden başka yolumuz yok	veya_Conj gönderemeyen_Verb okullar_Noun tasnifiyle_Noun karşı_Postp karşıyayız_Adj ._Punc diye_Postp konuştu_Verb ._Punc Erdoğan_Noun sınav_Noun sistemini_Noun değiştirmek_Verb veya_Conj kaldırmak_Verb gerektiğini_Verb savundu_Verb ._Punc Lise_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıflarda_Noun öğrencilerin_Noun derslere_Noun ilgisiz_Noun olduklarına_Verb dikkat_Noun çeken_Verb İrfan_Noun Erdoğan_Noun ,_Punc Okulda_Noun öğretmenin_Noun yaptığı_Verb sınavların_Noun önemli_Noun hale_Noun getirilmesinden_Verb başka_Adj yolumuz_Noun yok_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=280&uT=y	253264692	253264694
282	1	tarafından çıkarılacak yönetmeliklerle düzenlenir . Kamu kurum ve kuruluşları hakkında uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik sertifika hizmet sağlama faaliyeti yerine getiren kamu kurum ve kuruluşları	tarafından_Noun çıkarılacak_Verb yönetmeliklerle_Noun düzenlenir_Verb ._Punc Kamu_Noun kurum_Noun ve_Conj kuruluşları_Noun hakkında_Noun uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj sertifika_Noun hizmet_Noun sağlama_Verb faaliyeti_Noun yerine_Noun getiren_Verb kamu_Noun kurum_Noun ve_Conj kuruluşları_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=281&uT=y	253651945	253651947
283	1	çevreyi bozucu etkisi olan atık ve artıklar dökülemez , kazı yapılamaz . Ancak bu alanlarda ; uygulama imar planı kararıyla	<<< altı ve yedinci >>>	maddede belirtilen yapı ve tesislerle birlikte toplum yararına açık olmak şartıyla konaklama hariç günü birlik turizm yapı ve tesisleri yapılabilir	çevreyi_Noun bozucu_Verb etkisi_Noun olan_Verb atık_Adj ve_Conj artıklar_Noun dökülemez_Verb ,_Punc kazı_Noun yapılamaz_Verb ._Punc Ancak_Conj bu_Det alanlarda_Noun ;_Punc uygulama_Noun imar_Noun planı_Noun kararıyla_Noun	<<< altı_Adj ve_Conj yedinci_Adj >>>	maddede_Noun belirtilen_Verb yapı_Noun ve_Conj tesislerle_Noun birlikte_Postp toplum_Noun yararına_Noun açık_Adj olmak_Verb şartıyla_Noun konaklama_Verb hariç_Noun günü_Noun birlik_Noun turizm_Noun yapı_Noun ve_Conj tesisleri_Noun yapılabilir_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=282&uT=y	254046105	254046107
284	1	MADDE 103 - Yıllık ücretli izni bu Kanunun 56 ncı maddesine aykırı olarak bölen veya izin ücretini 57 nci maddenin	<<< üç ve dördüncü >>>	fıkralarında belirtilen usule aykırı olarak ödeyen veya eksik ödeyen veya 59 uncu maddedeki hak edilmiş izni kullanmadan iş sözleşmesinin sona	MADDE_Noun 103_Num -_Punc Yıllık_Noun ücretli_Noun izni_Noun bu_Det Kanunun_Noun 56_Num ncı_Undef maddesine_Noun aykırı_Adj olarak_Verb bölen_Verb veya_Conj izin_Noun ücretini_Noun 57_Num nci_Undef maddenin_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	fıkralarında_Noun belirtilen_Verb usule_Noun aykırı_Adj olarak_Verb ödeyen_Verb veya_Conj eksik_Noun ödeyen_Verb veya_Conj 59_Num uncu_Noun maddedeki_Noun hak_Noun edilmiş_Verb izni_Noun kullanmadan_Verb iş_Noun sözleşmesinin_Noun sona_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=283&uT=y	254120959	254120961
285	1	1995 - 4101 / 12 md. ) 31 inci maddenin birinci fıkrasına aykırı hareket eden işverene , 44 üncü maddenin	<<< bir ve dördüncü >>>	fıkraları hükümlerine , 51 inci maddenin birinci fıkrası hükümlerine aykırı hareket eden sendika veya konfederasyonun sorumlu görevlilerine sanayi kesiminde çalışan	1995_Num -_Punc 4101_Num /_Punc 12_Num md._Noun )_Punc 31_Num inci_Noun maddenin_Noun birinci_Adj fıkrasına_Noun aykırı_Adj hareket_Noun eden_Verb işverene_Noun ,_Punc 44_Num üncü_Noun maddenin_Noun	<<< bir_Det ve_Conj dördüncü_Adj >>>	fıkraları_Noun hükümlerine_Noun ,_Punc 51_Num inci_Noun maddenin_Noun birinci_Adj fıkrası_Noun hükümlerine_Noun aykırı_Adj hareket_Noun eden_Verb sendika_Noun veya_Conj konfederasyonun_Noun sorumlu_Noun görevlilerine_Noun sanayi_Noun kesiminde_Noun çalışan_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=284&uT=y	254858572	254858574
286	1	sağanak yağışlı , öteki yerlerin az bulutlu geçmesi bekleniyor . Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis görüleceği tahmin ediliyor . Beşiktaş tam iyi yola giriyor derken	sağanak_Noun yağışlı_Adj ,_Punc öteki_Noun yerlerin_Noun az_Adj bulutlu_Noun geçmesi_Verb bekleniyor_Verb ._Punc Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun görüleceği_Verb tahmin_Noun ediliyor_Verb ._Punc Beşiktaş_Noun tam_Adj iyi_Adj yola_Noun giriyor_Verb derken_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=285&uT=y	254982400	254982402
287	1	anlamda çeşitlerini gösteren bir sınıflandırmadır . ( 2 ) Ekonomik sınıflandırma dört düzeyden oluşur , birinci düzeyi iki haneli ,	<<< iki ve üçüncü >>>	düzeyi tek haneli , dördüncü düzeyi ise iki haneli rakamla kodlanır . ( 3 ) Birinci düzey ekonomik kodlar ;	anlamda_Noun çeşitlerini_Noun gösteren_Verb bir_Det sınıflandırmadır_Noun ._Punc (_Punc 2_Num )_Punc Ekonomik_Adj sınıflandırma_Noun dört_Adj düzeyden_Noun oluşur_Verb ,_Punc birinci_Adj düzeyi_Noun iki_Adj haneli_Noun ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	düzeyi_Noun tek_Adj haneli_Noun ,_Punc dördüncü_Adj düzeyi_Noun ise_Verb iki_Adj haneli_Noun rakamla_Noun kodlanır_Verb ._Punc (_Punc 3_Num )_Punc Birinci_Adj düzey_Noun ekonomik_Adj kodlar_Noun ;_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=286&uT=y	256443072	256443074
288	1	. Teslimat müzekkeresinin ilk üç nüshası para ile birlikte kurumun hesabının bulunduğu bankaya gönderilir . Birinci nüsha alıkonulduktan sonra ,	<<< iki ve üçüncü >>>	nüshalar onaylanarak alındıyı teşkil eden üçüncü nüsha veznedarla , ikinci nüsha ise izleyen işgünü banka hesap özet cetveli ile birlikte	._Punc Teslimat_Noun müzekkeresinin_Noun ilk_Adj üç_Adj nüshası_Noun para_Noun ile_Postp birlikte_Postp kurumun_Noun hesabının_Noun bulunduğu_Verb bankaya_Noun gönderilir_Verb ._Punc Birinci_Adj nüsha_Noun alıkonulduktan_Verb sonra_Postp ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	nüshalar_Noun onaylanarak_Verb alındıyı_Noun teşkil_Noun eden_Verb üçüncü_Adj nüsha_Noun veznedarla_Noun ,_Punc ikinci_Adj nüsha_Noun ise_Verb izleyen_Verb işgünü_Undef banka_Noun hesap_Noun özet_Noun cetveli_Noun ile_Postp birlikte_Postp	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=287&uT=y	256448887	256448889
289	1	olarak düzenlenen bu alındılar , yetkililer tarafından imzalanıp onaylandıktan sonra mükellef nüshası parayı teslim edene verilir , … kurum yazılı	<<< iki ve üçüncü >>>	nüshaları vergi tahsil alındıları , günlük icmal cetveli ekinde en geç tahsilatı takip eden günün sonuna kadar ilgili kuruma gönderilir	olarak_Verb düzenlenen_Verb bu_Det alındılar_Verb ,_Punc yetkililer_Noun tarafından_Noun imzalanıp_Verb onaylandıktan_Verb sonra_Postp mükellef_Adj nüshası_Noun parayı_Noun teslim_Noun edene_Verb verilir_Verb ,_Punc …_Undef kurum_Noun yazılı_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	nüshaları_Noun vergi_Noun tahsil_Noun alındıları_Noun ,_Punc günlük_Adj icmal_Noun cetveli_Noun ekinde_Noun en_Adv geç_Adj tahsilatı_Noun takip_Noun eden_Verb günün_Noun sonuna_Noun kadar_Postp ilgili_Noun kuruma_Noun gönderilir_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=288&uT=y	256450807	256450809
290	1	alındıları , günlük icmal cetveli ekinde en geç tahsilatı takip eden günün sonuna kadar ilgili kuruma gönderilir , banka yazılı	<<< dört ve beşinci >>>	nüshaları ise bankada kalır . Bankalarca vergi tahsil alındısının düzenlenmesi sırasında ; - Borçlunun adı - soyadı , adresi ve	alındıları_Noun ,_Punc günlük_Adj icmal_Noun cetveli_Noun ekinde_Noun en_Adv geç_Adj tahsilatı_Noun takip_Noun eden_Verb günün_Noun sonuna_Noun kadar_Postp ilgili_Noun kuruma_Noun gönderilir_Verb ,_Punc banka_Noun yazılı_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	nüshaları_Noun ise_Verb bankada_Noun kalır_Verb ._Punc Bankalarca_Noun vergi_Noun tahsil_Noun alındısının_Noun düzenlenmesi_Verb sırasında_Noun ;_Punc -_Punc Borçlunun_Noun adı_Noun -_Punc soyadı_Noun ,_Punc adresi_Noun ve_Conj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=289&uT=y	256450833	256450835
291	1	çevreyi bozucu etkisi olan atık ve artıklar dökülemez , kazı yapılamaz . Ancak bu alanlarda ; uygulama imar planı kararıyla	<<< altı ve yedinci >>>	maddede belirtilen yapı ve tesislerle birlikte toplum yararına açık olmak şartıyla konaklama hariç günü birlik turizm yapı ve tesisleri yapılabilir	çevreyi_Noun bozucu_Verb etkisi_Noun olan_Verb atık_Adj ve_Conj artıklar_Noun dökülemez_Verb ,_Punc kazı_Noun yapılamaz_Verb ._Punc Ancak_Conj bu_Det alanlarda_Noun ;_Punc uygulama_Noun imar_Noun planı_Noun kararıyla_Noun	<<< altı_Adj ve_Conj yedinci_Adj >>>	maddede_Noun belirtilen_Verb yapı_Noun ve_Conj tesislerle_Noun birlikte_Postp toplum_Noun yararına_Noun açık_Adj olmak_Verb şartıyla_Noun konaklama_Verb hariç_Noun günü_Noun birlik_Noun turizm_Noun yapı_Noun ve_Conj tesisleri_Noun yapılabilir_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=290&uT=y	257966316	257966318
292	1	yarısında F . Bahçe patlama yaptı . Fitili ateşleyen ise Ümit Özat oldu . İlk golde pozisyonu hazırlayan kaptan ,	<<< iki ve üçüncü >>>	gollerde de asist yaparak , dara düşen takımını farklı galibiyete taşıyan isimlerin başında geldi . Tecrübeli oyuncunun bu performansı ,	yarısında_Noun F_Undef ._Punc Bahçe_Noun patlama_Verb yaptı_Verb ._Punc Fitili_Noun ateşleyen_Verb ise_Verb Ümit_Noun Özat_Noun oldu_Verb ._Punc İlk_Adj golde_Noun pozisyonu_Noun hazırlayan_Verb kaptan_Noun ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gollerde_Noun de_Conj asist_Noun yaparak_Verb ,_Punc dara_Adj düşen_Verb takımını_Noun farklı_Noun galibiyete_Noun taşıyan_Verb isimlerin_Noun başında_Noun geldi_Verb ._Punc Tecrübeli_Noun oyuncunun_Noun bu_Det performansı_Noun ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=291&uT=y	259499381	259499383
293	1	, Sokaklarımız konulu Mimarlık ve Çocuk Resim Yarışması düzenliyor . İköğretim okulu beşinci sınıflar için ve ilköğretim okulu altı ,	<<< yedi ve sekizinci >>>	sınıflar için iki ayrı kategorilede düzenlenecek olan yarışmanın seçici kurulu Ressam Yalçın Karayağız ( MSGSÜ ) , Mimar Deniz İncedayı	,_Punc Sokaklarımız_Noun konulu_Noun Mimarlık_Noun ve_Conj Çocuk_Noun Resim_Noun Yarışması_Noun düzenliyor_Verb ._Punc İköğretim_Undef okulu_Noun beşinci_Adj sınıflar_Noun için_Postp ve_Conj ilköğretim_Noun okulu_Noun altı_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	sınıflar_Noun için_Postp iki_Adj ayrı_Adj kategorilede_Undef düzenlenecek_Verb olan_Verb yarışmanın_Noun seçici_Verb kurulu_Noun Ressam_Noun Yalçın_Noun Karayağız_Noun (_Punc MSGSÜ_Undef )_Punc ,_Punc Mimar_Noun Deniz_Noun İncedayı_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=292&uT=y	259772279	259772281
294	1	lira , c ) 12 nci maddesi hükümlerine aykırı hareket edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira , e ) 15 inci maddesi hükmüne aykırı hareket eden	lira_Noun ,_Punc c_Undef )_Punc 12_Num nci_Undef maddesi_Noun hükümlerine_Noun aykırı_Adj hareket_Noun edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun ,_Punc e_Interj )_Punc 15_Num inci_Noun maddesi_Noun hükmüne_Noun aykırı_Adj hareket_Noun eden_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=293&uT=y	261123266	261123268
