Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
211	1	, kiracı veya işletme hakkına sahip tüzel kişi tarafından yapılan	<<< bir ve ikinci >>>	fıkralardaki giderler bunların özel maliyet bedeli olarak ayrıca değerlenir .	,_Punc kiracı_Noun veya_Conj işletme_Verb hakkına_Noun sahip_Noun tüzel_Adj kişi_Noun tarafından_Noun yapılan_Verb	<<< bir_Det ve_Conj ikinci_Adj >>>	fıkralardaki_Noun giderler_Noun bunların_Pron özel_Adj maliyet_Noun bedeli_Noun olarak_Verb ayrıca_Adv değerlenir_Noun ._Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=210&uT=y	270087596	270087598
212	1	31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 )	31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=211&uT=y	273507294	273507296
213	1	31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 )	31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=212&uT=y	274030795	274030797
214	1	buna göre değişiklik yapılmış , Kanunun sistematiğine uygun olarak maddenin	<<< iki ve üçüncü >>>	fıkralarının yerleri değiştirilmiş , çerçeve madde bu doğrultuda değiştirilerek 6	buna_Pron göre_Postp değişiklik_Adj yapılmış_Verb ,_Punc Kanunun_Noun sistematiğine_Adj uygun_Adj olarak_Verb maddenin_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	fıkralarının_Noun yerleri_Noun değiştirilmiş_Verb ,_Punc çerçeve_Noun madde_Noun bu_Det doğrultuda_Noun değiştirilerek_Verb 6_Num	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=213&uT=y	274438135	274438137
215	1	edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira	edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=214&uT=y	274899496	274899498
216	1	uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik	uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=215&uT=y	274899816	274899818
217	1	Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis	Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=216&uT=y	276624082	276624084
218	2	deneme 2 bin 750 , ikinci 2 bin 250 ,	<<< üç ve dördüncü >>>	2000 dolar . İstanbul Cerrahi Hastanesi : İlk deneme 2	deneme_Noun 2_Num bin_Adj 750_Num ,_Punc ikinci_Adj 2_Num bin_Adj 250_Num ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	2000_Num dolar_Noun ._Punc İstanbul_Noun Cerrahi_Noun Hastanesi_Noun :_Punc İlk_Adj deneme_Noun 2_Num	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=217&uT=y	280442357	280442359
219	2	Koç’un iki kızı da ilk üçte Geçen yılın rekortmenler listesinde	<<< iki ve üçüncü >>>	sıralarda yeralan Sevgi Gönül ile Semahat Sevim Arsel ise bu	Koç’un_Noun iki_Adj kızı_Noun da_Conj ilk_Adj üçte_Adj Geçen_Adj yılın_Noun rekortmenler_Noun listesinde_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıralarda_Noun yeralan_Undef Sevgi_Noun Gönül_Noun ile_Postp Semahat_Noun Sevim_Noun Arsel_Undef ise_Verb bu_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=218&uT=y	282725826	282725828
220	2	sorusu üzerine de Davet edildiğimiz zaman geleceğiz dedi . Kahkonen	<<< dört ve beşinci >>>	gözden geçirmelerinin birleştirilmeyeceğini de söyledi . Koşullar mutabakatı Önümüzdeki dönemde	sorusu_Noun üzerine_Noun de_Conj Davet_Noun edildiğimiz_Verb zaman_Noun geleceğiz_Verb dedi_Verb ._Punc Kahkonen_Undef	<<< dört_Adj ve_Conj beşinci_Adj >>>	gözden_Noun geçirmelerinin_Verb birleştirilmeyeceğini_Verb de_Conj söyledi_Verb ._Punc Koşullar_Noun mutabakatı_Noun Önümüzdeki_Noun dönemde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=219&uT=y	286064183	286064185
221	2	bir Hava Uzay Kuvveti’ne dönüştürmek . Geleceğin uçağı Asparuk ,	<<< iki ve üçüncü >>>	nesil muharip uçaklar olarak bilinen F - 4 ve F	bir_Det Hava_Noun Uzay_Noun Kuvveti’ne_Noun dönüştürmek_Verb ._Punc Geleceğin_Noun uçağı_Noun Asparuk_Undef ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	nesil_Noun muharip_Noun uçaklar_Noun olarak_Verb bilinen_Verb F_Undef -_Punc 4_Num ve_Conj F_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=220&uT=y	287769116	287769118
222	2	ezberci eğitimden uzak , kalıcı bilgilerle öğrenciler yetiştirilirse , lise	<<< iki ve üçüncü >>>	sınıflarda test programları uygulanırsa öğrencinin dershaneye gitmesine gerek yok .	ezberci_Noun eğitimden_Noun uzak_Adj ,_Punc kalıcı_Verb bilgilerle_Noun öğrenciler_Noun yetiştirilirse_Verb ,_Punc lise_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıflarda_Noun test_Noun programları_Noun uygulanırsa_Verb öğrencinin_Noun dershaneye_Noun gitmesine_Verb gerek_Noun yok_Adj ._Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=221&uT=y	287878313	287878315
223	2	uzaklıktaki okulda 50 öğrenci eğitim görüyor . Öğlene kadar bir	<<< iki ve üçüncü >>>	sınıflar , öğleden sonra ise dört ve beşinci sınıflar okuyor	uzaklıktaki_Noun okulda_Noun 50_Num öğrenci_Noun eğitim_Noun görüyor_Verb ._Punc Öğlene_Noun kadar_Postp bir_Det	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıflar_Noun ,_Punc öğleden_Noun sonra_Postp ise_Verb dört_Adj ve_Conj beşinci_Adj sınıflar_Noun okuyor_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=222&uT=y	289222596	289222598
224	2	kadar bir iki ve üçüncü sınıflar , öğleden sonra ise	<<< dört ve beşinci >>>	sınıflar okuyor . Teneffüse çıkmak için bekledikleri zilleri de artık	kadar_Postp bir_Det iki_Adj ve_Conj üçüncü_Adj sınıflar_Noun ,_Punc öğleden_Noun sonra_Postp ise_Verb	<<< dört_Adj ve_Conj beşinci_Adj >>>	sınıflar_Noun okuyor_Verb ._Punc Teneffüse_Noun çıkmak_Verb için_Postp bekledikleri_Verb zilleri_Noun de_Conj artık_Adv	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=223&uT=y	289222604	289222606
225	2	Üst düzey bir yetkili , İkinci ve hatta üç ,	<<< dört ve beşinci >>>	sınır kapılarının açılması konusunda mutabıkız dedi . İşadamı Ahmet Ağaoğlu'nu	Üst_Noun düzey_Noun bir_Det yetkili_Noun ,_Punc İkinci_Adj ve_Conj hatta_Conj üç_Adj ,_Punc	<<< dört_Adj ve_Conj beşinci_Adj >>>	sınır_Noun kapılarının_Noun açılması_Verb konusunda_Noun mutabıkız_Undef dedi_Verb ._Punc İşadamı_Undef Ahmet_Noun Ağaoğlu'nu_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=224&uT=y	293868770	293868772
226	2	yarattı . Kulüp Doktoru Ayhan Optur , Carew'in sağ ayak	<<< dört ve beşinci >>>	parmaklarında dermotolojik problem bulunduğunu belirterek , Daha önce milli maç	yarattı_Verb ._Punc Kulüp_Noun Doktoru_Noun Ayhan_Noun Optur_Undef ,_Punc Carew'in_Undef sağ_Noun ayak_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	parmaklarında_Noun dermotolojik_Undef problem_Noun bulunduğunu_Verb belirterek_Verb ,_Punc Daha_Adv önce_Postp milli_Adj maç_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=225&uT=y	297756034	297756036
227	2	sisteminde de öğrenciyi dershaneye yönlendirecek önemli değişiklikler var . Lise	<<< iki ve üçüncü >>>	sınıftan da soru sorulacak olması bunun en açık göstergesi .	sisteminde_Noun de_Conj öğrenciyi_Noun dershaneye_Noun yönlendirecek_Verb önemli_Noun değişiklikler_Adj var_Adj ._Punc Lise_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıftan_Noun da_Conj soru_Noun sorulacak_Verb olması_Verb bunun_Pron en_Adv açık_Adj göstergesi_Noun ._Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=226&uT=y	303050038	303050040
228	2	Johnson - 2.5 ve Clinton'ın ilk dönemi - 2.4 ile	<<< dört ve beşinci >>>	sırada . Ekonomide en kötü başkan ise 9.4 sefalet puanıyla	Johnson_Noun -_Punc 2.5_Num ve_Conj Clinton'ın_Undef ilk_Adj dönemi_Noun -_Punc 2.4_Num ile_Postp	<<< dört_Adj ve_Conj beşinci_Adj >>>	sırada_Noun ._Punc Ekonomide_Noun en_Adv kötü_Adj başkan_Noun ise_Verb 9.4_Num sefalet_Noun puanıyla_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=227&uT=y	307008921	307008923
229	2	GAZİANTEP - MİLHA DSP Genel merkezi , milletvekilliği aday listesinin	<<< üç ve dördüncü >>>	sırasındaki eczacıların kupür yolsuzluğu davasında yargılandığının ortaya çıkması üzerine her	GAZİANTEP_Noun -_Punc MİLHA_Undef DSP_Noun Genel_Adj merkezi_Noun ,_Punc milletvekilliği_Noun aday_Noun listesinin_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	sırasındaki_Noun eczacıların_Noun kupür_Noun yolsuzluğu_Adj davasında_Noun yargılandığının_Verb ortaya_Noun çıkması_Verb üzerine_Noun her_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=228&uT=y	307115705	307115707
230	2	henüz vermedi . Kolejden mezun olarak başarı gösterenler , lise	<<< iki ve üçüncü >>>	sınıflarda başka okullardan Bahçeşehir Koleji'ne gelerek öğrenimlerine devam edenler )	henüz_Adv vermedi_Verb ._Punc Kolejden_Noun mezun_Adj olarak_Verb başarı_Noun gösterenler_Verb ,_Punc lise_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıflarda_Noun başka_Adj okullardan_Noun Bahçeşehir_Noun Koleji'ne_Noun gelerek_Verb öğrenimlerine_Noun devam_Noun edenler_Verb )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=229&uT=y	307465947	307465949
231	2	223 milyon 200 bin liraya denk düşüyor . İki ,	<<< üç ve dördüncü >>>	altı aylık dönemler ile sosyal yardım ve yemek parası konularında	223_Num milyon_Adj 200_Num bin_Adj liraya_Noun denk_Noun düşüyor_Verb ._Punc İki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	altı_Adj aylık_Noun dönemler_Noun ile_Postp sosyal_Adj yardım_Noun ve_Conj yemek_Noun parası_Noun konularında_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=230&uT=y	307496862	307496864
232	2	artı 1 de eksi puan taşıyor . Sözleşmede iki ,	<<< üç ve dördüncü >>>	altışar aylara ait ücret zammının beklenen enflasyona değil gerçekleşen enflasyon	artı_Noun 1_Num de_Conj eksi_Noun puan_Noun taşıyor_Verb ._Punc Sözleşmede_Noun iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	altışar_Adj aylara_Noun ait_Postp ücret_Noun zammının_Noun beklenen_Verb enflasyona_Noun değil_Conj gerçekleşen_Noun enflasyon_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=231&uT=y	307900273	307900275
233	2	artı 15 milyon lira seyyanen artış yapılacak . İki ,	<<< üç ve dördüncü >>>	altı aylık dilimlerde de , gerçekleşen enflasyon oranında zam verilecek	artı_Noun 15_Num milyon_Adj lira_Noun seyyanen_Adv artış_Verb yapılacak_Verb ._Punc İki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	altı_Adj aylık_Noun dilimlerde_Noun de_Conj ,_Punc gerçekleşen_Noun enflasyon_Noun oranında_Noun zam_Noun verilecek_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=232&uT=y	307915739	307915741
234	2	işlenen suçlar ile Yabancı memlekette Türk'ün işlediği suç başlıkları altındaki	<<< dört ve beşinci >>>	maddelerine göre Kavakçı hakkındaki soruşturmaya devam edeceği öğrenildi . DGM	işlenen_Verb suçlar_Noun ile_Postp Yabancı_Noun memlekette_Noun Türk'ün_Noun işlediği_Verb suç_Noun başlıkları_Noun altındaki_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	maddelerine_Noun göre_Postp Kavakçı_Noun hakkındaki_Noun soruşturmaya_Verb devam_Noun edeceği_Verb öğrenildi_Verb ._Punc DGM_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=233&uT=y	309007942	309007944
235	2	milyar dolarla Singapur , 42.4 milyar dolarla da Brezilya Borsası	<<< beş ve altıncı >>>	sıraları alırken , İMKB , 33.6 milyar dolarlık işlem hacmiyle	milyar_Noun dolarla_Noun Singapur_Noun ,_Punc 42.4_Num milyar_Noun dolarla_Noun da_Conj Brezilya_Noun Borsası_Noun	<<< beş_Adj ve_Conj altıncı_Adj >>>	sıraları_Noun alırken_Verb ,_Punc İMKB_Noun ,_Punc 33.6_Num milyar_Noun dolarlık_Noun işlem_Noun hacmiyle_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=234&uT=y	311015131	311015133
236	2	Daha sonra koğuşun ateşe verilmesinin ardından çıkan yangın bir ,	<<< iki ve üçüncü >>>	koğuşa da yayıldı . Bu sırada yangın nedeniyle mahkumlar arasında	Daha_Adv sonra_Postp koğuşun_Noun ateşe_Noun verilmesinin_Verb ardından_Adv çıkan_Verb yangın_Noun bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	koğuşa_Noun da_Conj yayıldı_Verb ._Punc Bu_Det sırada_Noun yangın_Noun nedeniyle_Noun mahkumlar_Adj arasında_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=235&uT=y	313081334	313081336
237	2	liseleri , kolejler ve süper liselerin birinci sınıflarında 3 ,	<<< iki ve üçüncü >>>	sınıflarda 2.5 , fen liseleri ve güzel sanatlar liselerinde de	liseleri_Noun ,_Punc kolejler_Noun ve_Conj süper_Adj liselerin_Noun birinci_Adj sınıflarında_Noun 3_Num ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıflarda_Noun 2.5_Num ,_Punc fen_Noun liseleri_Noun ve_Conj güzel_Adj sanatlar_Noun liselerinde_Noun de_Conj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=236&uT=y	317811670	317811672
238	2	da göstermesi büyük şok yarattı . Gazetenin birinci sayfası ile	<<< iki ve üçüncü >>>	sayfalarına yayılan çeşitli olimpiyat haberleri içinde , tam üç kez	da_Conj göstermesi_Verb büyük_Adj şok_Noun yarattı_Verb ._Punc Gazetenin_Noun birinci_Adj sayfası_Noun ile_Postp	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sayfalarına_Noun yayılan_Verb çeşitli_Noun olimpiyat_Noun haberleri_Noun içinde_Noun ,_Punc tam_Adj üç_Adj kez_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=237&uT=y	319573572	319573574
239	2	sayısının üçte iki çoğunluğu bulunamazsa gözler 17 ve 18 Ekim'deki	<<< üç ve dördüncü >>>	tur seçimlere çevrilecek . TBMM'de hiçbir partinin tek başına Meclis	sayısının_Noun üçte_Adj iki_Adj çoğunluğu_Noun bulunamazsa_Verb gözler_Noun 17_Num ve_Conj 18_Num Ekim'deki_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	tur_Noun seçimlere_Noun çevrilecek_Verb ._Punc TBMM'de_Noun hiçbir_Det partinin_Noun tek_Adj başına_Noun Meclis_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=238&uT=y	321141281	321141283
240	2	gidilen işler için de 5 bin dolar Cezai şart gerektiren	<<< dört ve 10’uncu >>>	maddeleri ihlal ettiği ileri sürüldü . Akkaya’nın habersiz katıldığı bir	gidilen_Verb işler_Noun için_Postp de_Conj 5_Num bin_Adj dolar_Noun Cezai_Adj şart_Noun gerektiren_Verb	<<< dört_Adj ve_Conj 10’uncu_Num >>>	maddeleri_Noun ihlal_Noun ettiği_Verb ileri_Noun sürüldü_Verb ._Punc Akkaya’nın_Noun habersiz_Noun katıldığı_Verb bir_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=239&uT=y	321524172	321524174
241	2	organlarında nihai kararların verilmesi sonrası stand - by kapsamında IMF’den	<<< üç ve dördüncü >>>	dilim olarak toplam 600 milyon dolar , Dünya Bankası’ndan ise	organlarında_Noun nihai_Adj kararların_Noun verilmesi_Verb sonrası_Noun stand_Undef -_Punc by_Undef kapsamında_Noun IMF’den_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	dilim_Noun olarak_Verb toplam_Noun 600_Num milyon_Adj dolar_Noun ,_Punc Dünya_Noun Bankası’ndan_Noun ise_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=240&uT=y	322754900	322754902
242	2	yaptırılan yalıdaki yangın dün 14.45 sıralarında başladı . Yangın ,	<<< iki ve üçüncü >>>	katlarının ahşap olması nedeniyle büyüdü . Alevlerin binanın içini sarması	yaptırılan_Verb yalıdaki_Noun yangın_Noun dün_Noun 14.45_Num sıralarında_Noun başladı_Verb ._Punc Yangın_Noun ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	katlarının_Noun ahşap_Adj olması_Verb nedeniyle_Noun büyüdü_Verb ._Punc Alevlerin_Noun binanın_Noun içini_Noun sarması_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=241&uT=y	323778502	323778504
243	2	sıfır zam , ikinci altı ay için yüzde 7 ,	<<< üç ve dördüncü >>>	aylar içinde yüzde 5 zam önerildi . Sosyal haklardaki artışın	sıfır_Noun zam_Noun ,_Punc ikinci_Adj altı_Adj ay_Noun için_Postp yüzde_Adj 7_Num ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	aylar_Noun içinde_Noun yüzde_Adj 5_Num zam_Noun önerildi_Verb ._Punc Sosyal_Adj haklardaki_Noun artışın_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=242&uT=y	325029934	325029936
244	2	oldukça sert bir şekilde eleştiriyorlar ... 3 kez düzenlenen yarışmanın	<<< bir ve üçüncü >>>	etaplarında 2'şer çift evlenirken ; ikinci yarışmada Caner ve Tülin	oldukça_Adv sert_Adj bir_Det şekilde_Noun eleştiriyorlar_Verb ..._Punc 3_Num kez_Noun düzenlenen_Verb yarışmanın_Noun	<<< bir_Det ve_Conj üçüncü_Adj >>>	etaplarında_Noun 2'şer_Undef çift_Adj evlenirken_Verb ;_Punc ikinci_Adj yarışmada_Noun Caner_Noun ve_Conj Tülin_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=243&uT=y	329644018	329644020
245	2	N.K. , kızının boynu , omzu , kolu ve vücudunda	<<< bir ve ikinci >>>	derece yanıklar oluşmasına neden oldu . Hırsızların zincir oyunu Dün	N.K._Undef ,_Punc kızının_Noun boynu_Noun ,_Punc omzu_Undef ,_Punc kolu_Noun ve_Conj vücudunda_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	derece_Noun yanıklar_Noun oluşmasına_Verb neden_Noun oldu_Verb ._Punc Hırsızların_Noun zincir_Noun oyunu_Noun Dün_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=244&uT=y	332530622	332530624
246	2	ile aramızda oluşan farkın büyük olduğuna kuşku yok . Eğer	<<< beş ve altıncı >>>	yarıştan sonra da bu şekilde kalırsak , işimiz çok zora	ile_Postp aramızda_Noun oluşan_Verb farkın_Noun büyük_Adj olduğuna_Verb kuşku_Noun yok_Adj ._Punc Eğer_Conj	<<< beş_Adj ve_Conj altıncı_Adj >>>	yarıştan_Noun sonra_Postp da_Conj bu_Det şekilde_Noun kalırsak_Verb ,_Punc işimiz_Noun çok_Adv zora_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=245&uT=y	333000259	333000261
247	2	Mutlu ile diyalog kurup işbirliğine geçti . Bu işbirliğinde lise	<<< bir ve ikinci >>>	sınıf öğrencilerinin olayı suistimal etmemesi için bu 8 lisenin son	Mutlu_Adj ile_Postp diyalog_Noun kurup_Verb işbirliğine_Undef geçti_Verb ._Punc Bu_Det işbirliğinde_Undef lise_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	sınıf_Noun öğrencilerinin_Noun olayı_Noun suistimal_Noun etmemesi_Verb için_Postp bu_Det 8_Num lisenin_Noun son_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=246&uT=y	333853355	333853357
248	2	rahatlığı içinde . Gözlemci ve Temsilciler Kurulu ise temsilcinin özellikle	<<< iki ve üçüncü >>>	liglerde ciddi bir baskı altında kalacağı , hatta hayati tehlikeye	rahatlığı_Adj içinde_Noun ._Punc Gözlemci_Noun ve_Conj Temsilciler_Noun Kurulu_Noun ise_Verb temsilcinin_Noun özellikle_Adv	<<< iki_Adj ve_Conj üçüncü_Adj >>>	liglerde_Noun ciddi_Adj bir_Det baskı_Noun altında_Noun kalacağı_Verb ,_Punc hatta_Conj hayati_Adj tehlikeye_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=247&uT=y	335376316	335376318
249	2	koyuyoruz . Denizlispor'un oyununa saygı gösterirken , Gerets'in ilk on	<<< bir ve oyuncu >>>	değişikliklerine saygı duymam mümkün değil . Öyle mi denirdi .	koyuyoruz_Verb ._Punc Denizlispor'un_Noun oyununa_Noun saygı_Noun gösterirken_Verb ,_Punc Gerets'in_Noun ilk_Adj on_Adj	<<< bir_Det ve_Conj oyuncu_Noun >>>	değişikliklerine_Adj saygı_Noun duymam_Verb mümkün_Adj değil_Conj ._Punc Öyle_Adj mi_Ques denirdi_Verb ._Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=248&uT=y	336056418	336056420
250	2	da göstermesi büyük şok yarattı . Gazetenin birinci sayfası ile	<<< iki ve üçüncü >>>	sayfalarına yayılan çeşitli olimpiyat haberleri içinde , tam üç kez	da_Conj göstermesi_Verb büyük_Adj şok_Noun yarattı_Verb ._Punc Gazetenin_Noun birinci_Adj sayfası_Noun ile_Postp	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sayfalarına_Noun yayılan_Verb çeşitli_Noun olimpiyat_Noun haberleri_Noun içinde_Noun ,_Punc tam_Adj üç_Adj kez_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=249&uT=y	340084370	340084372
251	2	. Gergin Roma derbisini rahat kazanarak dördüncülüklerini korudular , hatta	<<< iki ve üçüncü >>>	basamağı da tehdit etmeye başladılar . 75 dakikası uyutan maçın	._Punc Gergin_Adj Roma_Noun derbisini_Noun rahat_Adj kazanarak_Verb dördüncülüklerini_Adj korudular_Verb ,_Punc hatta_Conj	<<< iki_Adj ve_Conj üçüncü_Adj >>>	basamağı_Noun da_Conj tehdit_Noun etmeye_Verb başladılar_Verb ._Punc 75_Num dakikası_Noun uyutan_Verb maçın_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=250&uT=y	342008027	342008029
